ticker,snapshot_date,pe_ratio,forward_pe,peg_ratio,price_to_sales,price_to_book,ev_ebitda,ev_sales,fcf_yield,earnings_yield,revenue,revenue_growth_yoy,ebitda,ebitda_growth_yoy,eps,eps_growth_yoy,fcf,fcf_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,cash,total_debt,net_debt,debt_to_equity,net_debt_ebitda,current_ratio,quick_ratio,interest_coverage
AAPL,2026-07-13,33.410000,29.500000,3.330000,8.570000,48.530000,23.340000,9.950000,0.032530,0.029590,406582853846,0.062800,137018421746,0.080100,7.369000,0.090300,107337873415,0.086100,0.473300,0.323800,0.244300,1.629700,0.262300,0.597300,73184913692,682430913692,609246000000,1.952000,4.446000,0.895000,0.742000,6.850000
MSFT,2026-07-13,34.930000,28.600000,1.200000,11.950000,10.890000,21.640000,12.880000,0.021990,0.028250,280097034615,0.161900,149851913519,0.196600,14.348000,0.246100,70864549758,0.182800,0.704300,0.460200,0.372200,0.361900,0.188800,0.290000,50417466231,144863466231,94446000000,0.341800,0.630000,1.387000,1.148000,39.660000
NVDA,2026-07-13,51.210000,35.140000,0.270000,25.130000,47.470000,43.800000,25.600000,0.026550,0.018450,199619325000,0.834600,126558652050,0.994000,5.247000,1.236700,92224128150,0.990600,0.769500,0.638900,0.568100,0.942000,0.670400,0.819600,35931478500,75009478500,39078000000,0.134100,0.309000,4.372000,3.512000,100.650000
META,2026-07-13,26.790000,22.720000,0.700000,8.350000,8.820000,17.180000,9.890000,0.042330,0.036630,189575494231,0.240200,100664587437,0.297000,26.707000,0.333700,61422460131,0.270400,0.830700,0.428500,0.386000,0.385200,0.241500,0.314400,34123588962,71059588962,36936000000,0.281400,0.367000,3.141000,2.562000,48.460000
GOOGL,2026-07-13,24.760000,19.690000,1.060000,6.650000,7.760000,18.390000,6.450000,0.034570,0.040650,383228461538,0.149600,156357212308,0.184100,9.064000,0.200700,79328291538,0.154600,0.590600,0.330300,0.294800,0.311200,0.219000,0.267900,68981123077,87692123077,18711000000,0.092200,0.120000,1.892000,1.574000,135.220000
AMZN,2026-07-13,40.170000,32.350000,1.760000,3.770000,8.230000,18.740000,3.950000,0.017910,0.023420,686464688462,0.119700,112580208908,0.152200,5.739000,0.183600,39814951931,0.145600,0.501700,0.111700,0.094500,0.216100,0.091500,0.146000,123563643923,234857643923,111294000000,0.562400,0.989000,1.122000,0.918000,24.780000
TSLA,2026-07-13,119.550000,92.060000,60.200000,13.070000,17.380000,72.290000,14.140000,0.002810,0.008450,98307618846,0.009800,13271528544,0.011400,2.060000,0.015300,3637381897,0.011500,0.181000,0.074600,0.074600,0.106200,0.063700,0.082600,17695371392,38593371392,20898000000,0.188100,1.575000,2.106000,1.756000,73.810000
JPM,2026-07-13,13.110000,14.030000,0.800000,4.100000,2.210000,11.220000,4.140000,0.055850,0.078130,191417963077,0.122600,76950021157,0.137800,21.936000,0.174400,35220905206,0.135000,0.610400,0.414300,0.326300,0.174200,0.014100,0.111700,34455233354,115476833354,81021600000,1.357200,1.053000,1.137000,0.929000,9.800000
V,2026-07-13,29.490000,28.250000,2.290000,16.720000,16.310000,21.560000,18.170000,0.030690,0.032890,38083569231,0.091200,26734665600,0.109300,10.452000,0.116900,19498787446,0.095300,0.790600,0.639400,0.532900,0.500300,0.197000,0.400900,6855042462,34945842462,28090800000,0.492000,1.051000,1.225000,1.004000,21.130000
NFLX,2026-07-13,42.100000,34.980000,1.360000,9.280000,16.620000,27.630000,10.570000,0.020070,0.022620,43187700000,0.169200,12265306800,0.207700,23.023000,0.253700,7514659800,0.210200,0.471900,0.275100,0.231400,0.373400,0.147800,0.249400,7773786000,32786586000,25012800000,0.757900,2.039000,1.257000,1.042000,17.950000
AAPL,2026-07-20,33.530000,30.780000,3.190000,8.860000,50.140000,23.470000,9.860000,0.032570,0.029590,407566369231,0.064800,137349866431,0.080300,7.400000,0.094400,107597521477,0.086200,0.470000,0.322900,0.246000,1.603200,0.263400,0.611600,73361946462,682607946462,609246000000,1.955400,4.436000,0.910000,0.731000,6.740000
MSFT,2026-07-20,35.960000,28.410000,1.290000,12.480000,11.440000,22.020000,13.510000,0.021460,0.028250,281867707692,0.167800,150799223615,0.199900,14.277000,0.230100,71312530046,0.208100,0.707100,0.452400,0.366800,0.366300,0.193100,0.286800,50736187385,145182187385,94446000000,0.333800,0.626000,1.394000,1.147000,38.740000
NVDA,2026-07-20,54.150000,33.880000,0.270000,26.200000,50.620000,44.960000,27.990000,0.028480,0.018450,202498857692,0.843800,128384275777,1.004500,5.312000,1.233700,93554472254,0.991400,0.769100,0.646400,0.581900,0.939000,0.680200,0.793800,36449794385,75527794385,39078000000,0.134500,0.304000,4.366000,3.543000,99.900000
META,2026-07-20,27.290000,23.950000,0.690000,8.900000,7.660000,16.980000,10.690000,0.042530,0.036630,188668213462,0.224700,100182821348,0.290200,26.925000,0.339000,61128501162,0.274800,0.829300,0.430500,0.387500,0.385100,0.242600,0.317000,33960278423,70896278423,36936000000,0.278700,0.369000,3.063000,2.564000,49.080000
GOOGL,2026-07-20,24.060000,21.540000,1.080000,6.880000,7.840000,17.460000,7.570000,0.034840,0.040650,382587692308,0.142400,156095778462,0.166100,9.072000,0.196300,79195652308,0.158900,0.588600,0.328600,0.285800,0.310800,0.214600,0.267400,68865784615,87576784615,18711000000,0.090000,0.120000,1.884000,1.548000,142.890000
AMZN,2026-07-20,41.520000,32.480000,1.860000,3.740000,8.260000,19.170000,3.870000,0.016810,0.023420,688350469231,0.120700,112889476954,0.145700,5.724000,0.173800,39924327215,0.146200,0.501600,0.111900,0.095900,0.217600,0.089500,0.147200,123903084462,235197084462,111294000000,0.561400,0.986000,1.082000,0.891000,24.310000
TSLA,2026-07-20,120.860000,90.970000,71.950000,13.420000,18.620000,76.820000,13.230000,0.002720,0.008450,98319643462,0.009700,13273151867,0.011100,2.057000,0.012800,3637826808,0.012100,0.178500,0.073800,0.075600,0.107400,0.064800,0.083800,17697535823,38595535823,20898000000,0.189100,1.574000,2.102000,1.705000,75.910000
JPM,2026-07-20,12.390000,14.390000,0.870000,3.860000,2.150000,10.870000,4.040000,0.053360,0.078130,191290910769,0.117900,76898946129,0.136300,21.810000,0.159500,35197527582,0.140900,0.615100,0.415300,0.326800,0.171700,0.014300,0.114200,34432363938,115453963938,81021600000,1.347000,1.054000,1.132000,0.908000,9.970000
V,2026-07-20,30.110000,27.940000,2.150000,15.930000,14.840000,22.750000,17.570000,0.031320,0.032890,38212615385,0.094000,26825256000,0.113000,10.521000,0.124400,19564859077,0.085600,0.785200,0.645300,0.524600,0.510800,0.199400,0.397300,6878270769,34969070769,28090800000,0.495700,1.047000,1.217000,1.014000,20.620000
NFLX,2026-07-20,45.180000,35.300000,1.410000,9.500000,16.130000,31.510000,10.440000,0.018860,0.022620,43210050000,0.165100,12271654200,0.205700,23.011000,0.245300,7518548700,0.203400,0.466700,0.276300,0.226800,0.371300,0.147000,0.249800,7777809000,32790609000,25012800000,0.744500,2.038000,1.271000,1.065000,18.610000
AAPL,2026-07-27,35.600000,29.690000,3.030000,9.400000,49.810000,23.720000,9.050000,0.032170,0.029590,407500951923,0.062700,137327820798,0.082400,7.436000,0.099400,107580251308,0.075200,0.465200,0.319600,0.251100,1.589000,0.266700,0.604400,73350171346,682596171346,609246000000,1.995800,4.436000,0.889000,0.744000,6.570000
MSFT,2026-07-27,34.570000,28.560000,1.200000,12.950000,11.440000,22.700000,11.970000,0.021630,0.028250,281114500000,0.158600,150396257500,0.197400,14.467000,0.246300,71121968500,0.178800,0.694300,0.454600,0.372800,0.365100,0.189700,0.291600,50600610000,145046610000,94446000000,0.338500,0.628000,1.393000,1.145000,39.200000
NVDA,2026-07-27,56.840000,35.360000,0.270000,27.350000,46.700000,44.620000,29.180000,0.027040,0.018450,202868524038,0.823900,128618644240,1.022500,5.413000,1.249700,93725258106,0.972100,0.764000,0.645600,0.563600,0.953100,0.682800,0.802900,36516334327,75594334327,39078000000,0.135700,0.304000,4.271000,3.562000,97.890000
META,2026-07-27,28.080000,22.810000,0.750000,8.750000,9,18.280000,10.110000,0.040260,0.036630,190032298077,0.230600,100907150279,0.273900,26.651000,0.310800,61570464577,0.269200,0.830100,0.429200,0.388300,0.386000,0.241300,0.309600,34205813654,71141813654,36936000000,0.270900,0.366000,3.044000,2.522000,48.890000
GOOGL,2026-07-27,22.760000,22.280000,0.970000,6.260000,6.770000,18.610000,7.080000,0.034520,0.040650,382768750000,0.139100,156169650000,0.169600,9.222000,0.218500,79233131250,0.148100,0.585500,0.326100,0.293300,0.311000,0.212600,0.267500,68898375000,87609375000,18711000000,0.092200,0.120000,1.867000,1.534000,139.100000
AMZN,2026-07-27,42.920000,31.020000,1.970000,3.650000,9.370000,19.220000,3.630000,0.018280,0.023420,689058403846,0.118900,113005578231,0.137700,5.708000,0.164100,39965387423,0.141900,0.498500,0.110900,0.093600,0.218500,0.091600,0.145100,124030512692,235324512692,111294000000,0.558500,0.985000,1.104000,0.894000,22.750000
TSLA,2026-07-27,119.320000,94.850000,65.790000,13.530000,16.850000,70.810000,14.240000,0.002970,0.008450,98331292308,0.009600,13274724462,0.011300,2.059000,0.014000,3638257815,0.011500,0.181800,0.074800,0.075700,0.108100,0.063300,0.083000,17699632615,38597632615,20898000000,0.186600,1.574000,2.090000,1.752000,73.940000
JPM,2026-07-27,13.140000,14.010000,0.760000,3.950000,1.920000,10.980000,4.130000,0.052320,0.078130,191597953846,0.117100,77022377446,0.144100,22.167000,0.181800,35254023508,0.148800,0.620100,0.427200,0.330200,0.173500,0.014400,0.113500,34487631692,115509231692,81021600000,1.328100,1.052000,1.165000,0.942000,9.400000
V,2026-07-27,31.240000,26.010000,2.470000,17.460000,16.010000,20.720000,20.880000,0.033660,0.032890,38318884615,0.095700,26899857000,0.104300,10.441000,0.108500,19619268923,0.092000,0.788900,0.641600,0.525700,0.487600,0.202900,0.415100,6897399231,34988199231,28090800000,0.498000,1.044000,1.242000,1.012000,20.540000
NFLX,2026-07-27,44.420000,34.950000,1.490000,9.890000,15.740000,31.080000,10.090000,0.017580,0.022620,43375875000,0.166700,12318748500,0.199900,22.927000,0.232000,7547402250,0.194300,0.466100,0.273600,0.225400,0.366600,0.148100,0.247700,7807657500,32820457500,25012800000,0.769500,2.030000,1.280000,1.045000,17.890000
AAPL,2026-08-03,33,30.560000,3.230000,8.810000,47.340000,21.100000,9.480000,0.026400,0.029590,408134823077,0.063300,137541435377,0.083600,7.420000,0.093300,107747593292,0.078500,0.467000,0.320800,0.251500,1.620700,0.265400,0.603800,73464268154,682710268154,609246000000,1.990500,4.430000,0.900000,0.738000,6.610000
MSFT,2026-08-03,36.090000,31.370000,1.240000,13.070000,11.330000,23.810000,15.170000,0.023260,0.028250,281906784615,0.158700,150820129769,0.194800,14.458000,0.238400,71322416508,0.190500,0.711100,0.469300,0.371800,0.365200,0.189000,0.279800,50743221231,145189221231,94446000000,0.348800,0.626000,1.416000,1.139000,40.950000
NVDA,2026-08-03,53.740000,33.290000,0.260000,24.110000,44.210000,41.930000,28.080000,0.026380,0.018450,203553900000,0.808600,129053172600,1.047400,5.553000,1.284000,94041901800,0.990800,0.772600,0.642800,0.568600,0.939000,0.672300,0.818100,36639702000,75717702000,39078000000,0.136600,0.303000,4.357000,3.605000,97.160000
META,2026-08-03,26.550000,25.180000,0.700000,8.580000,8.500000,16.470000,10.690000,0.040900,0.036630,191422323077,0.236400,101645253554,0.293200,27.165000,0.335900,62020832677,0.265500,0.825900,0.443200,0.388300,0.380300,0.241100,0.308900,34456018154,71392018154,36936000000,0.279400,0.363000,3.084000,2.555000,47.540000
GOOGL,2026-08-03,26.420000,22.460000,1.060000,6.340000,7.960000,17.270000,6.550000,0.031590,0.040650,384189615385,0.141100,156749363077,0.175300,9.153000,0.200000,79527250385,0.174700,0.587400,0.327100,0.285400,0.314100,0.210200,0.266700,69154130769,87865130769,18711000000,0.091000,0.119000,1.828000,1.558000,134.680000
AMZN,2026-08-03,44.150000,30.450000,2,3.440000,8.120000,19.660000,3.900000,0.018300,0.023420,689854676923,0.117400,113136167015,0.135800,5.716000,0.161800,40011571262,0.137800,0.495600,0.110500,0.094500,0.212600,0.091400,0.145100,124173841846,235467841846,111294000000,0.563000,0.984000,1.117000,0.885000,26.390000
TSLA,2026-08-03,120,84.390000,69.770000,13.340000,17.590000,78.390000,15.110000,0.002620,0.008450,98342565385,0.009500,13276246327,0.012000,2.059000,0.013200,3638674919,0.011700,0.179400,0.074500,0.074900,0.109400,0.065300,0.083900,17701661769,38599661769,20898000000,0.189300,1.574000,2.084000,1.756000,73.390000
JPM,2026-08-03,12.940000,14.940000,0.850000,4,2.100000,11.810000,4.450000,0.053880,0.078130,192563483077,0.121700,77410520197,0.137300,21.975000,0.162700,35431680886,0.140900,0.625600,0.419000,0.329500,0.173900,0.014100,0.111700,34661426954,115683026954,81021600000,1.390100,1.047000,1.147000,0.948000,10.060000
V,2026-08-03,29.650000,26.280000,2.210000,16.390000,14.300000,21.460000,18.840000,0.031000,0.032890,38235600000,0.089700,26841391200,0.107200,10.548000,0.121400,19576627200,0.100200,0.788400,0.642400,0.535000,0.490700,0.200600,0.407100,6882408000,34973208000,28090800000,0.521400,1.047000,1.237000,1.024000,22.390000
NFLX,2026-08-03,48.460000,36.660000,1.380000,9.730000,15.440000,28.420000,10.240000,0.020920,0.022620,43789800000,0.177400,12436303200,0.206000,23.281000,0.251400,7619425200,0.207700,0.468300,0.277100,0.228000,0.369200,0.147200,0.245800,7882164000,32894964000,25012800000,0.747300,2.011000,1.271000,1.023000,17.900000
AAPL,2026-08-10,32.250000,30.770000,3.290000,8.830000,57.900000,24.500000,9.290000,0.032510,0.029590,409055928846,0.064900,137851848021,0.080400,7.424000,0.091600,107990765215,0.084800,0.474500,0.320500,0.242800,1.587500,0.269000,0.603000,73630067192,682876067192,609246000000,1.941400,4.420000,0.904000,0.748000,6.940000
MSFT,2026-08-10,33.310000,28.410000,1.240000,11.510000,11.170000,25.670000,12.950000,0.022130,0.028250,283133800000,0.161200,151476583000,0.198400,14.516000,0.238500,71632851400,0.189600,0.712700,0.457100,0.373900,0.357600,0.196100,0.292200,50964084000,145410084000,94446000000,0.333400,0.624000,1.385000,1.144000,39.500000
NVDA,2026-08-10,54.310000,32.550000,0.280000,27.180000,42.340000,44.830000,28.670000,0.027860,0.018450,209325262500,0.848900,132712216425,0.999900,5.457000,1.203400,96708271275,0.968100,0.754100,0.636600,0.568600,0.934600,0.674700,0.806900,37678547250,76756547250,39078000000,0.136000,0.294000,4.324000,3.527000,99.470000
META,2026-08-10,25.700000,21.970000,0.690000,8.990000,8.530000,18.340000,10.860000,0.041490,0.036630,192626652885,0.240300,102284752682,0.276000,27.386000,0.340900,62411035535,0.261300,0.825300,0.436400,0.387000,0.385900,0.243500,0.314700,34672797519,71608797519,36936000000,0.279600,0.361000,3.099000,2.505000,46.860000
GOOGL,2026-08-10,24.620000,21.920000,1.020000,7.010000,7.340000,17.250000,6.810000,0.032990,0.040650,385637403846,0.143100,157340060769,0.181100,9.230000,0.208000,79826942596,0.155000,0.588900,0.324800,0.283300,0.313100,0.213100,0.268300,69414732692,88125732692,18711000000,0.091700,0.119000,1.853000,1.520000,131.920000
AMZN,2026-08-10,43.960000,30.710000,1.850000,3.580000,7.900000,18.710000,3.870000,0.016170,0.023420,692475384615,0.120000,113565963077,0.148000,5.781000,0.175200,40163572308,0.138500,0.496400,0.111900,0.095400,0.208600,0.090500,0.143100,124645569231,235939569231,111294000000,0.559700,0.980000,1.082000,0.882000,23.790000
TSLA,2026-08-10,119.910000,85.190000,65.790000,12.500000,17.120000,77.460000,13.810000,0.002890,0.008450,98381269615,0.009800,13281471398,0.011200,2.060000,0.014000,3640106976,0.012000,0.180200,0.074600,0.074900,0.107200,0.062800,0.085100,17708628531,38606628531,20898000000,0.188700,1.573000,2.086000,1.747000,72.790000
JPM,2026-08-10,13.040000,14.810000,0.810000,3.980000,2,11.580000,4.370000,0.053020,0.078130,192840129231,0.120600,77521731951,0.141900,22.152000,0.170900,35482583778,0.134200,0.620600,0.417500,0.334900,0.174100,0.014300,0.114000,34711223262,115732823262,81021600000,1.350400,1.045000,1.149000,0.926000,9.910000
V,2026-08-10,29.010000,26.540000,2.340000,16.780000,16.950000,20.610000,18.430000,0.035570,0.032890,38438584615,0.095200,26983886400,0.103200,10.523000,0.114600,19680555323,0.098500,0.789500,0.645500,0.516900,0.502200,0.202500,0.405000,6918945231,35009745231,28090800000,0.492400,1.041000,1.242000,1.004000,21.620000
NFLX,2026-08-10,41.310000,33.770000,1.390000,9.420000,16.620000,29.850000,10.200000,0.019420,0.022620,43548225000,0.163900,12367695900,0.202200,23.355000,0.249800,7577391150,0.191700,0.469500,0.272600,0.228500,0.370300,0.145500,0.249000,7838680500,32851480500,25012800000,0.761100,2.022000,1.240000,1.007000,17.790000
AAPL,2026-08-17,34.300000,29.810000,3.070000,8.990000,53.460000,24.160000,9.300000,0.027670,0.029590,409801084615,0.065800,138102965515,0.080300,7.469000,0.098000,108187486338,0.077400,0.468200,0.321800,0.246500,1.606000,0.268100,0.599600,73764195231,683010195231,609246000000,1.942600,4.412000,0.891000,0.741000,6.720000
MSFT,2026-08-17,37.450000,31.430000,1.410000,12.220000,10.880000,23.150000,13.700000,0.024320,0.028250,284106815385,0.162200,151997146231,0.195700,14.318000,0.210400,71879024292,0.200200,0.704500,0.459600,0.371700,0.366200,0.192000,0.290200,51139226769,145585226769,94446000000,0.350700,0.621000,1.385000,1.147000,40.620000
NVDA,2026-08-17,55.530000,32.710000,0.290000,27.420000,45.510000,47.190000,26.110000,0.027870,0.018450,211255407692,0.846800,133935928477,0.991700,5.421000,1.154700,97599998354,0.946600,0.763600,0.644800,0.570600,0.927600,0.675800,0.820300,38025973385,77103973385,39078000000,0.132500,0.292000,4.295000,3.519000,101.530000
META,2026-08-17,28.690000,23.290000,0.690000,9.110000,8.240000,16.500000,9.390000,0.037190,0.036630,192184717308,0.230300,102050084890,0.265900,27.500000,0.339000,62267848408,0.274100,0.825600,0.436200,0.388800,0.384400,0.242400,0.310300,34593249115,71529249115,36936000000,0.285200,0.362000,3.098000,2.592000,46.530000
GOOGL,2026-08-17,24.630000,20.830000,1.110000,6.280000,7.810000,16.740000,7.360000,0.035100,0.040650,385142692308,0.137400,157138218462,0.168200,9.161000,0.190800,79724537308,0.155500,0.585400,0.314300,0.295900,0.310600,0.207800,0.264600,69325684615,88036684615,18711000000,0.090900,0.119000,1.875000,1.481000,133.680000
AMZN,2026-08-17,43.850000,31.880000,2.020000,3.350000,8.400000,17.520000,3.640000,0.018460,0.023420,690497584615,0.112600,113241603877,0.142500,5.742000,0.160400,40048859908,0.150200,0.492600,0.111500,0.095800,0.214600,0.090800,0.141900,124289565231,235583565231,111294000000,0.560400,0.983000,1.089000,0.894000,24.600000
TSLA,2026-08-17,115.960000,89.490000,63.960000,13.130000,17.980000,71.030000,13.890000,0.002940,0.008450,98378263462,0.009500,13281065567,0.012100,2.061000,0.014400,3639995748,0.012000,0.180700,0.076100,0.075100,0.107900,0.064000,0.083100,17708087423,38606087423,20898000000,0.185100,1.574000,2.074000,1.728000,73.420000
JPM,2026-08-17,12.190000,14.600000,0.790000,3.640000,2.100000,11.390000,4.230000,0.046810,0.078130,193252024615,0.120600,77687313895,0.152700,22.287000,0.175800,35558372529,0.141500,0.621700,0.424900,0.341600,0.177100,0.014500,0.114700,34785364431,115806964431,81021600000,1.356300,1.043000,1.159000,0.933000,9.500000
V,2026-08-17,30.140000,26.760000,2.100000,17.780000,15.820000,21.540000,18.010000,0.031030,0.032890,38575523077,0.097900,27080017200,0.108000,10.638000,0.127700,19750667815,0.086400,0.779800,0.649000,0.533200,0.496900,0.203300,0.405800,6943594154,35034394154,28090800000,0.483500,1.037000,1.254000,1.022000,22.410000
NFLX,2026-08-17,46.850000,35.580000,1.430000,10.230000,17.140000,29.410000,10.820000,0.018950,0.022620,43876350000,0.171100,12460883400,0.202100,23.331000,0.241600,7634484900,0.186400,0.467000,0.279500,0.226900,0.378300,0.147600,0.248700,7897743000,32910543000,25012800000,0.764700,2.007000,1.261000,1.034000,17.960000
AAPL,2026-08-24,34.310000,32.290000,3.290000,8.760000,50.110000,23.090000,9.240000,0.029930,0.029590,410647750000,0.067000,138388291750,0.081600,7.448000,0.091400,108411006000,0.079500,0.470500,0.325900,0.243900,1.616000,0.265400,0.594200,73916595000,683162595000,609246000000,2.020800,4.402000,0.905000,0.736000,6.970000
MSFT,2026-08-24,33.720000,27.220000,1.360000,12.430000,10.380000,22,12.750000,0.022790,0.028250,286137350000,0.168700,153083482250,0.192900,14.443000,0.218400,72392749550,0.192100,0.697000,0.462000,0.369300,0.364500,0.189600,0.290300,51504723000,145950723000,94446000000,0.333900,0.617000,1.382000,1.159000,39.760000
NVDA,2026-08-24,56.560000,32.720000,0.290000,25.780000,47.310000,43.410000,26.570000,0.027740,0.018450,209299162500,0.805100,132695669025,1.018800,5.514000,1.167300,96696213075,0.964100,0.767000,0.639500,0.577100,0.937600,0.674600,0.779300,37673849250,76751849250,39078000000,0.135200,0.294000,4.209000,3.587000,101.610000
META,2026-08-24,27.530000,23.480000,0.690000,8.550000,9.170000,15.980000,10.300000,0.039850,0.036630,193752212500,0.237100,102882424837,0.273800,27.630000,0.338200,62775716850,0.265700,0.830100,0.436100,0.388600,0.384300,0.244200,0.308300,34875398250,71811398250,36936000000,0.282900,0.359000,3.092000,2.554000,49.990000
GOOGL,2026-08-24,24.230000,21.420000,1.110000,6.600000,7.040000,18.440000,6.870000,0.036030,0.040650,387143750000,0.141500,157954650000,0.165100,9.194000,0.191400,80138756250,0.148100,0.579900,0.322900,0.283100,0.306100,0.210600,0.266000,69685875000,88396875000,18711000000,0.089900,0.118000,1.853000,1.573000,129.820000
AMZN,2026-08-24,42.910000,32.030000,1.990000,3.570000,8.280000,21.190000,4.290000,0.017080,0.023420,693745250000,0.116500,113774221000,0.145900,5.768000,0.162800,40237224500,0.144600,0.492600,0.110500,0.096000,0.216100,0.090100,0.145400,124874145000,236168145000,111294000000,0.557700,0.978000,1.101000,0.894000,23.010000
TSLA,2026-08-24,118.220000,87.660000,66.260000,12.870000,16.960000,72.110000,13.900000,0.002930,0.008450,98418095000,0.009800,13286442825,0.012100,2.061000,0.013900,3641469515,0.011500,0.179900,0.075100,0.074500,0.107400,0.063100,0.083500,17715257100,38613257100,20898000000,0.187800,1.573000,2.083000,1.719000,73.170000
JPM,2026-08-24,12.320000,14.340000,0.810000,3.820000,2.200000,10.470000,4.340000,0.055150,0.078130,194010240000,0.123200,77992116480,0.143600,22.290000,0.171500,35697884160,0.136400,0.624000,0.424500,0.335600,0.177400,0.014700,0.113000,34921843200,115943443200,81021600000,1.367200,1.039000,1.160000,0.956000,9.700000
V,2026-08-24,28.200000,26.060000,2.310000,16.590000,15.070000,21.750000,18.150000,0.035730,0.032890,38559600000,0.094800,27068839200,0.114400,10.578000,0.116200,19742515200,0.099000,0.789900,0.647800,0.525600,0.499000,0.200700,0.412400,6940728000,35031528000,28090800000,0.513500,1.038000,1.225000,1.024000,21.130000
NFLX,2026-08-24,44.600000,33.360000,1.450000,9.560000,16.040000,31.490000,10.480000,0.021500,0.022620,43697550000,0.160600,12410104200,0.207500,23.389000,0.239300,7603373700,0.196200,0.470300,0.270900,0.229700,0.371700,0.147100,0.246100,7865559000,32878359000,25012800000,0.733200,2.016000,1.244000,1.032000,18.020000
