ticker,snapshot_date,close,return_1d,return_1w,return_1m,momentum_1w,momentum_1m,momentum_3m,momentum_6m,volatility_30d,volatility_90d,drawdown,distance_52w_high,distance_52w_low,volume_change,pe_ratio,forward_pe,ev_ebitda,price_to_sales,fcf_yield,revenue_growth_yoy,eps_growth_yoy,ebitda_growth_yoy,gross_margin,operating_margin,net_margin,roe,roa,roic,debt_to_equity,net_debt_ebitda,current_ratio,earnings_surprise,earnings_sentiment,sector_relative_pe,sector_relative_growth,sector_relative_roic,analyst_signal,news_sentiment,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime,valuation_score,growth_score,quality_score,financial_health_score,momentum_score,earnings_score,baseline_investment_score
V,2025-12-26,408.250000,-0.007730,-0.025700,0.063730,-0.025700,0.063730,0.046980,0.128110,0.190490,0.198650,-0.033360,-0.033360,0.221540,-0.203600,32.550000,27.350000,21.290000,17.010000,0.030410,0.108400,0.161600,0.135700,0.807900,0.688100,0.561700,0.533800,0.210500,0.443400,0.540500,1.102000,1.310000,-0.006900,0.457000,1.407000,-0.001200,0.166300,3.760000,-0.298000,0.001200,0.081200,-0.001300,4.060000,3.110000,risk-on,0.533300,0.472200,0.866700,0.438900,0.794400,0.361100,0.595600
NFLX,2025-12-26,1883.070000,-0.017220,0.068070,0.109900,0.068070,0.109900,0.146380,0.336060,0.300980,0.364010,-0.017220,-0.017220,1.019660,0.332100,46.270000,34.720000,31.020000,10.190000,0.018630,0.155100,0.165100,0.160300,0.451600,0.261500,0.211800,0.343600,0.136300,0.234600,0.706400,2.232000,1.193000,0.023400,0.600000,1.380000,-0.003700,-0.024800,4.350000,-0.136000,0.053200,-0.013700,0.092200,4.060000,3.110000,neutral,0.266700,0.755600,0.344400,0.255600,0.872200,0.777800,0.520300
AAPL,2026-01-02,242.630000,-0.030760,-0.042090,-0.038860,-0.042090,-0.038860,-0.190610,-0.064220,0.278020,0.272420,-0.251100,-0.251100,0.094060,-0.058700,33.420000,29.740000,25.750000,9.250000,0.028180,0.056000,0.078200,0.066400,0.453800,0.308800,0.232000,1.495500,0.238800,0.567700,1.807300,4.599000,0.852000,-0.035100,0.465000,0.822000,-0.246300,0.035100,4.310000,-0.231000,0.032400,-0.031000,0.084100,4.070000,3.030000,neutral,0.533300,0.111100,0.672200,0,0.138900,0.261100,0.310300
MSFT,2026-01-02,556.100000,0.011750,0.017790,0.060490,0.017790,0.060490,-0.025220,0.066820,0.252260,0.229750,-0.088090,-0.088090,0.221710,-0.064400,35.880000,27.350000,21.460000,12.680000,0.020180,0.143300,0.177800,0.156500,0.684900,0.440600,0.349400,0.341400,0.176400,0.270400,0.316300,0.686000,1.296000,0.150800,1,0.861000,-0.159000,-0.262200,4.560000,0.551000,0.017300,0.065400,-0.013400,4.070000,3.030000,neutral,0.422200,0.661100,0.594400,0.522200,0.616700,1,0.606400
NVDA,2026-01-02,102.450000,-0.004470,0.020010,0.093730,0.020010,0.093730,-0.179220,-0.305800,0.501990,0.526800,-0.458940,-0.458940,0.221680,0.057800,56.710000,32.050000,43.230000,26.590000,0.017630,0.707600,0.860400,0.774600,0.738000,0.610700,0.547500,0.876500,0.632300,0.759800,0.123600,0.442000,4.085000,0.004700,0.700000,1.318000,0.405300,0.227200,4.200000,0.596000,-0.008400,-0.070700,-0.037700,4.070000,3.030000,risk-off,0.155600,1,0.905600,0.922200,0.277800,0.427800,0.635000
META,2026-01-02,834.510000,-0.008510,-0.029350,-0.020860,-0.029350,-0.020860,-0.158680,-0.141990,0.338830,0.318840,-0.285610,-0.285610,0.191600,0.312600,26.510000,24.630000,17.080000,9.420000,0.035000,0.206100,0.264700,0.240800,0.794500,0.412500,0.360500,0.363100,0.231200,0.289500,0.257400,0.415000,2.900000,0.016400,0.592000,0.852000,0.045200,0.024800,4.080000,0.249000,-0.001100,-0.009200,0.056600,4.070000,3.030000,neutral,0.788900,0.888900,0.711100,0.733300,0.194400,0.461100,0.663100
GOOGL,2026-01-02,274.060000,-0.022330,-0.067660,-0.032790,-0.067660,-0.032790,0.067750,0.084060,0.295340,0.291990,-0.087990,-0.087990,0.248340,-0.030500,22.950000,20.920000,17.140000,6.780000,0.029270,0.131700,0.161500,0.156900,0.578000,0.311800,0.286800,0.302800,0.205700,0.263000,0.087300,0.129000,1.824000,-0.061000,0.336000,0.768000,-0.029200,-0.001700,3.990000,0.194000,0.050600,0.008800,0.002700,4.070000,3.030000,neutral,0.811100,0.594400,0.416700,0.900000,0.522200,0,0.577800
AMZN,2026-01-02,262.290000,0.017220,0.003480,0.008850,0.003480,0.008850,0.000950,0.015450,0.230160,0.266450,-0.134330,-0.134330,0.183250,-0.097900,43.830000,31.990000,19.780000,3.510000,0.016680,0.101500,0.117800,0.113500,0.488200,0.104900,0.089500,0.200800,0.084000,0.136900,0.506300,1.053000,1.026000,0.042800,0.772000,0.530000,0.046500,0.029300,4.130000,-0.042000,0.018500,0.056100,0.081900,4.070000,3.030000,neutral,0.466700,0.238900,0.222200,0.305600,0.577800,0.705600,0.388600
TSLA,2026-01-02,707.690000,-0.057120,-0.055710,-0.009030,-0.055710,-0.009030,0.107340,0.022950,0.668990,0.592590,-0.182970,-0.182970,1.275090,-0.090500,106.800000,97.360000,73.400000,13.620000,0.002880,0.008600,0.009700,0.009100,0.174100,0.069200,0.070300,0.099900,0.058900,0.078400,0.170900,1.583000,1.967000,0.112200,0.903000,1.470000,-0.046500,-0.029200,4.920000,0.162000,0.032900,0.030500,0.064700,4.070000,3.030000,risk-off,0.044400,0,0,0.777800,0.561100,0.888900,0.298600
JPM,2026-01-02,269.130000,-0.001260,-0.028170,-0.015510,-0.028170,-0.015510,-0.084500,-0.039640,0.234370,0.213190,-0.139140,-0.139140,0.038390,-0.043500,12.430000,13.310000,11.260000,3.480000,0.046300,0.102200,0.149600,0.125300,0.609500,0.410200,0.317500,0.169200,0.013800,0.112600,1.320700,1.124000,1.110000,-0.025400,0.343000,0.593000,-0.004900,-0.163300,3.570000,-0.213000,-0.049900,0.008700,0.054000,4.070000,3.030000,neutral,0.977800,0.316700,0.288900,0.144400,0.400000,0.238900,0.422200
V,2026-01-02,405.480000,-0.004660,-0.014460,0.039750,-0.014460,0.039750,0.074060,0.103950,0.187400,0.188580,-0.039920,-0.039920,0.213250,-0.168800,28.370000,26.440000,20.820000,16.400000,0.030630,0.112000,0.158400,0.132000,0.808900,0.676400,0.572000,0.543100,0.212200,0.439200,0.526900,1.100000,1.340000,0.071600,0.771000,1.407000,0.004900,0.163300,4.480000,0.283000,0.023300,-0.012400,0.015000,4.070000,3.030000,risk-on,0.533300,0.444400,0.866700,0.438900,0.811100,0.738900,0.630300
NFLX,2026-01-02,1897.500000,-0.027660,-0.009690,0.121390,-0.009690,0.121390,0.191690,0.338420,0.299860,0.361920,-0.033190,-0.033190,1.035140,0.141400,44.190000,33.280000,28.820000,9.730000,0.019140,0.144900,0.187000,0.162200,0.451500,0.258400,0.213800,0.353500,0.138700,0.241600,0.697300,2.227000,1.190000,-0.015500,0.507000,1.380000,-0.016000,-0.023100,3.120000,-0.169000,0.015000,-0.043000,-0.000300,4.070000,3.030000,neutral,0.266700,0.744400,0.322200,0.255600,0.900000,0.277800,0.467800
AAPL,2026-01-09,223.840000,-0.000090,-0.077440,-0.085320,-0.077440,-0.085320,-0.263510,-0.158840,0.306850,0.266760,-0.309090,-0.309090,0.009330,-0.155400,36.520000,29.290000,21.960000,8.600000,0.029200,0.055200,0.071900,0.063900,0.451000,0.305200,0.235000,1.494400,0.246500,0.559400,1.787500,4.594000,0.850000,-0.103200,0.084000,0.822000,-0.259800,0.025900,3.550000,-0.434000,-0.012600,-0.046100,0,4.070000,3.060000,neutral,0.533300,0.111100,0.650000,0,0.288900,0.072200,0.309400
MSFT,2026-01-09,509.590000,-0.024760,-0.083640,-0.042750,-0.083640,-0.042750,-0.088780,-0.029020,0.285490,0.248680,-0.164360,-0.164360,0.119540,-0.101400,35.630000,29.960000,24.470000,12.560000,0.022220,0.136500,0.164500,0.170100,0.683000,0.431400,0.352300,0.342600,0.178700,0.275500,0.314700,0.684000,1.293000,0.065000,0.725000,0.861000,-0.178500,-0.258000,4.310000,0.443000,0.007200,-0.084100,0.011100,4.070000,3.060000,neutral,0.422200,0.655600,0.594400,0.522200,0.622200,0.555600,0.561700
NVDA,2026-01-09,89.220000,-0.011300,-0.129140,-0.091820,-0.129140,-0.091820,-0.287320,-0.400560,0.593930,0.535830,-0.528810,-0.528810,0.063920,0.067200,55.350000,32.670000,40.880000,24.480000,0.019050,0.753400,0.926700,0.833400,0.735800,0.610700,0.545900,0.866900,0.628300,0.765500,0.126600,0.435000,3.985000,-0.123200,0.103000,1.318000,0.438400,0.232000,3.610000,-0.521000,0.000400,0.052800,0.030400,4.070000,3.060000,risk-off,0.155600,1,0.905600,0.922200,0.100000,0.038900,0.569400
META,2026-01-09,792.330000,0.002570,-0.050540,-0.100290,-0.050540,-0.100290,-0.149300,-0.162940,0.363410,0.328200,-0.321720,-0.321720,0.131370,-0.189500,28.380000,22.740000,17.620000,8.930000,0.036260,0.212100,0.247300,0.216600,0.805700,0.410700,0.358200,0.360500,0.224900,0.291100,0.256200,0.413000,2.831000,0.058500,0.894000,0.852000,0.053000,0.029800,4.740000,0.116000,0.064100,0.091400,-0.040000,4.070000,3.060000,risk-off,0.788900,0.888900,0.711100,0.733300,0.211100,0.544400,0.673900
GOOGL,2026-01-09,252.110000,-0.007480,-0.080090,-0.124770,-0.080090,-0.124770,-0.026980,-0.025100,0.366840,0.319330,-0.161030,-0.161030,0.135940,0.187800,24.140000,22.180000,18.890000,7,0.034590,0.125400,0.176400,0.147600,0.575800,0.319700,0.278900,0.300800,0.203100,0.256900,0.088500,0.129000,1.787000,0.029000,0.707000,0.768000,-0.033700,-0.004400,3.650000,0.474000,0.019200,-0.020800,0.011700,4.070000,3.060000,risk-off,0.811100,0.588900,0.416700,0.900000,0.527800,0.372200,0.614700
AMZN,2026-01-09,244.180000,0.003410,-0.069050,-0.071380,-0.069050,-0.071380,-0.063040,-0.055690,0.296180,0.273160,-0.194100,-0.194100,0.101550,-0.045100,41.710000,33.160000,20.130000,3.650000,0.015590,0.106700,0.128600,0.115300,0.479800,0.105800,0.088900,0.196800,0.083400,0.136900,0.516700,1.051000,1.016000,0.018900,0.497000,0.530000,0.049200,0.028600,3.880000,-0.097000,0.063600,-0.073500,0.060400,4.070000,3.060000,neutral,0.466700,0.222200,0.222200,0.305600,0.588900,0.277800,0.344200
TSLA,2026-01-09,607.550000,0.046060,-0.141500,-0.142740,-0.141500,-0.142740,-0.036030,-0.067070,0.712330,0.596610,-0.298580,-0.298580,0.953160,-0.163000,116.530000,91.210000,62.720000,13.090000,0.002880,0.008400,0.010800,0.010100,0.176600,0.070600,0.070700,0.101400,0.059500,0.079600,0.171300,1.583000,1.932000,0.088900,0.839000,1.470000,-0.049200,-0.028600,4.680000,0.421000,0.043700,0.113900,-0.035300,4.070000,3.060000,risk-off,0.044400,0,0,0.777800,0.344400,0.766700,0.253900
JPM,2026-01-09,256.210000,0.008260,-0.048010,-0.039510,-0.048010,-0.039510,-0.143540,-0.119980,0.303850,0.245260,-0.180470,-0.180470,0.008260,0.063100,13.090000,13.980000,11.860000,3.670000,0.048650,0.107100,0.138600,0.120300,0.601000,0.407600,0.321600,0.166300,0.013700,0.109800,1.288000,1.121000,1.098000,0.067400,0.693000,0.593000,-0.001400,-0.159300,4.010000,0.191000,-0.058100,-0.003900,0.072000,4.070000,3.060000,neutral,0.977800,0.333300,0.288900,0.144400,0.494400,0.577800,0.473600
V,2026-01-09,399.210000,0.008900,-0.015460,-0.013220,-0.015460,-0.013220,0.091390,0.085490,0.191850,0.178550,-0.054770,-0.054770,0.194490,0.057100,29.410000,27.890000,21.220000,16.240000,0.030160,0.109900,0.158300,0.127500,0.817600,0.680000,0.554300,0.528600,0.214700,0.428400,0.540900,1.098000,1.338000,0.120900,0.852000,1.407000,0.001400,0.159300,4.720000,0.069000,-0.015000,-0.013100,0.036200,4.070000,3.060000,risk-on,0.533300,0.444400,0.866700,0.438900,0.905600,0.922200,0.662800
NFLX,2026-01-09,1850.320000,0.029960,-0.024860,0.075340,-0.024860,0.075340,0.155880,0.310410,0.327950,0.327200,-0.057230,-0.057230,0.984530,-0.081300,43.230000,32.530000,29.990000,9.570000,0.018330,0.139800,0.191700,0.164300,0.453100,0.257300,0.215600,0.354600,0.135900,0.235900,0.682300,2.222000,1.175000,0.108500,0.931000,1.380000,-0.019300,-0.025400,3.780000,0.511000,0.031200,-0.058300,0.054200,4.070000,3.060000,neutral,0.266700,0.755600,0.344400,0.255600,0.916700,0.872200,0.536400
AAPL,2026-01-16,221.240000,0.006370,-0.011620,-0.113830,-0.011620,-0.113830,-0.228270,-0.190810,0.268950,0.267770,-0.317120,-0.317120,0.006370,-0.061000,35.050000,29.670000,22.930000,9.030000,0.029140,0.056200,0.064100,0.064900,0.459000,0.303800,0.227700,1.546200,0.244600,0.568100,1.816400,4.589000,0.834000,-0.038100,0.506000,0.822000,-0.257600,0.039300,3.880000,-0.413000,0.029400,0.005900,0.044600,4.130000,3.060000,neutral,0.533300,0.111100,0.672200,0,0.338900,0.266700,0.340800
MSFT,2026-01-16,489.360000,-0.016700,-0.039700,-0.051850,-0.039700,-0.051850,-0.103600,-0.117840,0.287070,0.244860,-0.197530,-0.197530,0.075090,0.058000,34.420000,31.570000,22.230000,12.930000,0.020330,0.145300,0.185100,0.162100,0.681800,0.435200,0.346600,0.334500,0.180600,0.272300,0.316700,0.682000,1.316000,0.091500,0.915000,0.861000,-0.168500,-0.256500,4.990000,0.113000,0.038600,-0.012800,0.006100,4.130000,3.060000,neutral,0.422200,0.722200,0.594400,0.522200,0.655600,0.872200,0.611700
NVDA,2026-01-16,82.940000,-0.009790,-0.070390,-0.111420,-0.070390,-0.111420,-0.306000,-0.471750,0.561150,0.528460,-0.561980,-0.561980,0,0.093900,54.830000,32.750000,43.020000,26.010000,0.020000,0.740000,0.943800,0.876300,0.734400,0.608000,0.546700,0.892200,0.628800,0.745900,0.124600,0.430000,3.952000,-0.013400,0.456000,1.318000,0.426200,0.217100,4.020000,-0.093000,0.009000,-0.038800,0.024600,4.130000,3.060000,risk-off,0.155600,1,0.905600,0.922200,0.127800,0.222200,0.591900
META,2026-01-16,772.110000,-0.002450,-0.025520,-0.143460,-0.025520,-0.143460,-0.174350,-0.235770,0.362050,0.332950,-0.339030,-0.339030,0.102490,-0.231900,27.270000,23.690000,17.820000,9.110000,0.034080,0.196000,0.267800,0.225700,0.804900,0.400600,0.367800,0.361300,0.227000,0.291700,0.258700,0.412000,2.849000,-0.000900,0.360000,0.852000,0.037900,0.028600,3.660000,0.372000,-0.013500,-0.020200,0.027100,4.130000,3.060000,risk-off,0.788900,0.888900,0.688900,0.733300,0.183300,0.411100,0.651900
GOOGL,2026-01-16,249.610000,0.006940,-0.009920,-0.140050,-0.009920,-0.140050,-0.051890,-0.046020,0.351490,0.321060,-0.169350,-0.169350,0.107460,-0.096500,23,20.750000,19.020000,6.470000,0.032220,0.137100,0.182100,0.156800,0.570300,0.313300,0.284400,0.301400,0.205300,0.261500,0.088600,0.129000,1.826000,-0.099200,0.051000,0.768000,-0.021000,-0.001600,3.410000,-0.440000,-0.042900,0.042100,0.007500,4.130000,3.060000,neutral,0.811100,0.555600,0.416700,0.900000,0.550000,0,0.574200
AMZN,2026-01-16,235.160000,-0.004280,-0.036940,-0.078530,-0.036940,-0.078530,-0.116500,-0.113870,0.323130,0.282030,-0.223870,-0.223870,0.060860,-0.028000,44.210000,30.470000,18.980000,3.760000,0.017310,0.101900,0.133400,0.114700,0.479000,0.105000,0.090200,0.199400,0.084300,0.134300,0.523300,1.049000,1.036000,0.094200,0.896000,0.530000,0.046700,0.027400,4.480000,0.470000,0.008700,0.111100,0.054000,4.130000,3.060000,neutral,0.466700,0.222200,0.222200,0.305600,0.572200,0.961100,0.410000
TSLA,2026-01-16,572.900000,0.015040,-0.057030,-0.191340,-0.057030,-0.191340,-0.021400,-0.221230,0.687050,0.605210,-0.338580,-0.338580,0.841770,0.198300,120.380000,89.300000,80.460000,13.420000,0.002920,0.008500,0.010700,0.009700,0.174600,0.070700,0.071700,0.101100,0.059700,0.079600,0.173500,1.583000,1.938000,0.070500,0.701000,1.470000,-0.046700,-0.027300,4.710000,0.298000,0.039000,0.088400,0.057900,4.130000,3.060000,risk-off,0.044400,0,0,0.777800,0.327800,0.805600,0.255300
JPM,2026-01-16,251.890000,-0.004070,-0.016860,-0.095900,-0.016860,-0.095900,-0.168240,-0.159250,0.278410,0.240090,-0.194290,-0.194290,0,-0.104800,12.700000,13.620000,10.980000,3.960000,0.052710,0.109300,0.141300,0.126100,0.607000,0.401900,0.318600,0.166900,0.013900,0.110100,1.282300,1.118000,1.121000,0.017100,0.463000,0.593000,0.002400,-0.162600,3.610000,-0.379000,-0.048600,0.062900,-0.021700,4.130000,3.060000,neutral,0.977800,0.394400,0.311100,0.144400,0.483300,0.477800,0.478600
V,2026-01-16,391.350000,0.009880,-0.019690,-0.073380,-0.019690,-0.073380,0.068880,0.044940,0.153170,0.180680,-0.073380,-0.073380,0.170970,-0.305400,29.700000,27.650000,21.860000,17.250000,0.028720,0.104600,0.148000,0.125900,0.811300,0.675600,0.561000,0.537900,0.212300,0.435300,0.529700,1.096000,1.344000,-0.006100,0.491000,1.407000,-0.002300,0.162600,4.450000,0.163000,0.006600,0.025500,-0.002700,4.130000,3.060000,risk-on,0.533300,0.383300,0.866700,0.438900,0.916700,0.372200,0.597200
NFLX,2026-01-16,1686.870000,0.015420,-0.088340,-0.033830,-0.088340,-0.033830,0.003250,0.142080,0.367650,0.330880,-0.140510,-0.140510,0.809230,0.168000,45.970000,34.540000,29.340000,9.900000,0.018170,0.141100,0.199700,0.167700,0.450800,0.257500,0.214000,0.344200,0.137500,0.236100,0.699900,2.216000,1.198000,0.020000,0.567000,1.380000,-0.017000,-0.027000,4.680000,0.339000,0.031900,0.000200,0.050900,4.130000,3.060000,risk-off,0.266700,0.722200,0.322200,0.255600,0.844400,0.611100,0.488300
AAPL,2026-01-23,223.410000,0.003370,0.016240,-0.102450,0.016240,-0.102450,-0.230360,-0.192210,0.253020,0.261670,-0.310420,-0.310420,0.016240,-0.185200,35.550000,30.080000,24.200000,8.540000,0.027980,0.055300,0.072200,0.058800,0.453200,0.304700,0.236000,1.542100,0.245400,0.568600,1.788600,4.585000,0.835000,0.089800,0.803000,0.822000,-0.246300,0.035900,3.640000,-0.246000,0.045200,0.015500,0.055100,4.140000,3,neutral,0.533300,0.111100,0.672200,0,0.394400,0.888900,0.411400
MSFT,2026-01-23,488.430000,-0.003220,-0.018570,-0.082230,-0.018570,-0.082230,-0.087010,-0.148630,0.267840,0.241190,-0.199060,-0.199060,0.073050,0.039100,37.920000,28.510000,23.930000,12.100000,0.019400,0.145000,0.172100,0.158600,0.681700,0.430300,0.356900,0.337700,0.179300,0.269000,0.309000,0.680000,1.277000,-0.047400,0.372000,0.861000,-0.156600,-0.263700,3.870000,-0.014000,-0.006400,-0.034900,0.005600,4.140000,3,neutral,0.422200,0.611100,0.594400,0.522200,0.683300,0,0.506400
NVDA,2026-01-23,76.380000,-0.056450,-0.088110,-0.221960,-0.088110,-0.221960,-0.323650,-0.504440,0.506950,0.520780,-0.596620,-0.596620,0,0.170000,55.490000,36.630000,44.730000,28.610000,0.019380,0.704500,0.892100,0.820000,0.735400,0.615100,0.535200,0.868400,0.639600,0.760500,0.126600,0.426000,3.913000,0.030400,0.511000,1.318000,0.402900,0.227800,4.180000,0.217000,0.006700,-0.012300,-0.055300,4.140000,3,risk-off,0.155600,1,0.905600,0.922200,0.016700,0.366700,0.589700
META,2026-01-23,769.220000,-0.033420,-0.006190,-0.119600,-0.006190,-0.119600,-0.202910,-0.266280,0.391050,0.333970,-0.341500,-0.341500,0.098370,0.466400,27.050000,22.880000,17.630000,8.910000,0.034760,0.204100,0.262700,0.232400,0.791000,0.408700,0.363700,0.356600,0.228900,0.297500,0.249800,0.410000,2.860000,0.007300,0.734000,0.852000,0.041500,0.033400,4.010000,-0.097000,-0.038500,0.004600,-0.015700,4.140000,3,risk-off,0.788900,0.888900,0.711100,0.733300,0.250000,0.577800,0.683100
GOOGL,2026-01-23,253.400000,0.004400,0.022230,-0.156740,0.022230,-0.156740,-0.048870,-0.060230,0.338580,0.302050,-0.156740,-0.156740,0.124270,0.063900,22.990000,20.940000,17.880000,6.700000,0.033550,0.133700,0.177200,0.163600,0.588400,0.315100,0.277500,0.308600,0.206900,0.261800,0.087500,0.128000,1.838000,-0.011100,0.496000,0.768000,-0.028900,-0.002300,4.160000,-0.035000,0.009300,0.090700,0.045200,4.140000,3,neutral,0.811100,0.633300,0.416700,0.900000,0.616700,0.222200,0.621900
AMZN,2026-01-23,237.590000,-0.004530,0.006010,-0.074700,0.006010,-0.074700,-0.099180,-0.078040,0.336170,0.282550,-0.215850,-0.215850,0.071820,-0.076400,47.140000,31.380000,19.070000,3.760000,0.016510,0.104700,0.127000,0.117600,0.480100,0.103800,0.089800,0.198100,0.083800,0.136600,0.515700,1.047000,1.011000,-0.007400,0.481000,0.530000,0.048400,0.029800,3.990000,0.395000,0.030400,0.015300,-0.007000,4.140000,3,neutral,0.466700,0.222200,0.222200,0.305600,0.694400,0.311100,0.363300
TSLA,2026-01-23,623.230000,-0.016710,0.104220,-0.182810,0.104220,-0.182810,0.034650,-0.176960,0.695810,0.622240,-0.280480,-0.280480,1.003570,-0.052900,121.010000,94.600000,70.990000,14.340000,0.002890,0.007900,0.010900,0.009400,0.174700,0.071500,0.070600,0.099100,0.060000,0.077100,0.174200,1.583000,1.918000,0.034700,0.691000,1.470000,-0.048400,-0.029700,3.260000,0.319000,0.002600,-0.014900,0.126300,4.140000,3,risk-off,0.044400,0,0,0.777800,0.488900,0.544400,0.253300
JPM,2026-01-23,248.860000,-0.008960,-0.016050,-0.105910,-0.016050,-0.105910,-0.197870,-0.177570,0.279080,0.238920,-0.203980,-0.203980,0.008510,0.078900,12.840000,14.190000,11.230000,3.680000,0.047820,0.107200,0.145700,0.123800,0.607000,0.403900,0.313400,0.166100,0.013600,0.111400,1.279600,1.116000,1.110000,0.148400,1,0.593000,0.000600,-0.158900,5,0.801000,0.033800,-0.028600,0.067400,4.140000,3,neutral,0.977800,0.372200,0.288900,0.144400,0.438900,1,0.515300
V,2026-01-23,382.440000,-0.012420,-0.013110,-0.081670,-0.013110,-0.081670,0.025830,0.005650,0.152170,0.175470,-0.094470,-0.094470,0.144310,-0.156600,29.720000,25.620000,20.530000,16.460000,0.031510,0.105900,0.146700,0.126500,0.809600,0.677600,0.563800,0.523400,0.209200,0.429200,0.534400,1.094000,1.344000,0.040800,0.774000,1.407000,-0.000700,0.158900,4.080000,0.259000,-0.049300,0.088500,-0.030300,4.140000,3,risk-on,0.533300,0.405600,0.866700,0.438900,0.905600,0.777800,0.640600
NFLX,2026-01-23,1528.110000,-0.030670,-0.080140,-0.175130,-0.080140,-0.175130,-0.099940,0.010190,0.362990,0.337110,-0.221400,-0.221400,0.638950,-0.027300,43.040000,33.620000,32.960000,10.320000,0.017060,0.149900,0.192700,0.159300,0.452400,0.258600,0.214500,0.348400,0.137900,0.232900,0.690800,2.207000,1.158000,-0.014700,0.519000,1.380000,-0.012700,-0.031200,4.140000,0.372000,0.005200,0.019600,0.044000,4.140000,3,risk-off,0.266700,0.755600,0.322200,0.255600,0.511100,0.311100,0.415000
AAPL,2026-01-30,222.160000,-0.002160,-0.005600,-0.128550,-0.005600,-0.128550,-0.248770,-0.156470,0.232340,0.256640,-0.314280,-0.314280,0.010550,0.092800,32.950000,29.720000,25.010000,9.220000,0.028700,0.055600,0.075900,0.065000,0.456400,0.306100,0.234300,1.563200,0.248300,0.560400,1.839800,4.580000,0.843000,-0.011300,0.409000,0.822000,-0.258100,0.029300,3.380000,0.044000,0.055400,-0.000700,0.055600,4.230000,3.010000,neutral,0.533300,0.111100,0.672200,0,0.377800,0.055600,0.325600
MSFT,2026-01-30,479.880000,-0.011530,-0.017510,-0.136470,-0.017510,-0.136470,-0.085210,-0.125010,0.213150,0.237620,-0.213080,-0.213080,0.054260,-0.396100,34.860000,30.290000,24.390000,13.110000,0.021140,0.138000,0.184400,0.165600,0.684500,0.431000,0.347000,0.333400,0.179600,0.270000,0.319300,0.679000,1.288000,0.060500,0.726000,0.861000,-0.175700,-0.261100,3.970000,0.036000,0.030400,0.036900,0.003100,4.230000,3.010000,neutral,0.422200,0.644400,0.594400,0.522200,0.655600,0.750000,0.583900
